"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
"2021","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","20.4","E","","","1"
"2015","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","20.5","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","28.6","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","33.0","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","29.6","D","","","1"
"2019","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","37.8","D","","","1"
"2020","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","22.7","D","","","1"
"2021","Edmonton, Alberta","2016S0503835","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134226","20.32.6.2","23.9","E","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","19.5","D","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","15.6","D","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","16.0","D","","","1"
"2018","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","13.6","D","","","1"
"2019","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","11.5","D","","","1"
"2020","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","7.8","D","","","1"
"2021","Vancouver, British Columbia","2016S0503933","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134235","21.1.6.2","9.2","D","","","1"
"2015","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","18.3","E","","","1"
"2016","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","18.4","E","","","1"
"2017","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","13.5","E","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","10.5","E","","","1"
"2019","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","4.6","E","","","1"
"2020","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","4.7","E","","","1"
"2021","Vancouver, British Columbia","2016S0503933","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134238","21.2.6.2","8.4","E","","","1"
"2015","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","20.7","D","","","1"
"2016","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","16.2","D","","","1"
"2017","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","17.3","C","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","15.4","D","","","1"
"2019","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","14.7","D","","","1"
"2020","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","9.4","D","","","1"
"2021","Vancouver, British Columbia","2016S0503933","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134241","21.3.6.2","9.6","D","","","1"
"2015","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","15.3","E","","","1"
"2016","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","10.0","E","","","1"
"2017","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","13.0","E","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","9.0","E","","","1"
"2019","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","5.6","E","","","1"
"2020","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","4.4","E","","","1"
"2021","Vancouver, British Columbia","2016S0503933","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134244","21.4.6.2","8.6","D","","","1"
"2015","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","14.3","D","","","1"
"2016","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","12.2","D","","","1"
"2017","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","11.7","D","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","9.3","D","","","1"
"2019","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","7.0","E","","","1"
"2020","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","4.1","E","","","1"
"2021","Vancouver, British Columbia","2016S0503933","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134271","21.13.6.2","5.8","D","","","1"
"2015","Vancouver, British Columbia","2016S0503933","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134280","21.16.6.2","","F","","","1"
"2016","Vancouver, British Columbia","2016S0503933","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134280","21.16.6.2","","F","","","1"
